0.001000	0.000000
0.003000	0.000000
0.005000	0.000699
0.007000	0.002596
0.009000	0.006035
0.011000	0.011242
0.013000	0.018353
0.015000	0.027430
0.017000	0.038486
0.019000	0.051491
0.021000	0.066386
0.023000	0.083087
0.025000	0.101498
0.027000	0.121506
0.029000	0.142995
0.031000	0.165839
0.033000	0.189914
0.035000	0.215090
0.037000	0.241242
0.039000	0.268244
0.041000	0.295973
0.043000	0.324308
0.045000	0.353133
0.047000	0.382337
0.049000	0.411810
0.051000	0.441449
0.053000	0.471157
0.055000	0.500838
0.057000	0.530405
0.059000	0.559774
0.061000	0.588865
0.063000	0.617607
0.065000	0.645930
0.067000	0.673772
0.069000	0.701072
0.071000	0.727779
0.073000	0.753843
0.075000	0.779219
0.077000	0.803869
0.079000	0.827756
0.081000	0.850851
0.083000	0.873125
0.085000	0.894557
0.087000	0.915126
0.089000	0.934818
0.091000	0.953621
0.093000	0.971527
0.095000	0.988530
0.097000	1.004627
0.099000	1.019821
0.101000	1.034113
0.103000	1.047511
0.105000	1.060023
0.107000	1.071659
0.109000	1.082432
0.111000	1.092357
0.113000	1.101450
0.115000	1.109730
0.117000	1.117215
0.119000	1.123928
0.121000	1.129889
0.123000	1.135124
0.125000	1.139655
0.127000	1.143507
0.129000	1.146707
0.131000	1.149280
0.133000	1.151254
0.135000	1.152655
0.137000	1.153511
0.139000	1.153849
0.141000	1.153697
0.143000	1.153083
0.145000	1.152034
0.147000	1.150577
0.149000	1.148739
0.151000	1.146547
0.153000	1.144027
0.155000	1.141206
0.157000	1.138108
0.159000	1.134757
0.161000	1.131180
0.163000	1.127398
0.165000	1.123435
0.167000	1.119313
0.169000	1.115053
0.171000	1.110676
0.173000	1.106203
0.175000	1.101651
0.177000	1.097039
0.179000	1.092385
0.181000	1.087706
0.183000	1.083016
0.185000	1.078331
0.187000	1.073666
0.189000	1.069032
0.191000	1.064444
0.193000	1.059911
0.195000	1.055446
0.197000	1.051058
0.199000	1.046755
0.201000	1.042548
0.203000	1.038443
0.205000	1.034447
0.207000	1.030566
0.209000	1.026806
0.211000	1.023172
0.213000	1.019668
0.215000	1.016298
0.217000	1.013064
0.219000	1.009968
0.221000	1.007014
0.223000	1.004201
0.225000	1.001531
0.227000	0.999003
0.229000	0.996619
0.231000	0.994377
0.233000	0.992275
0.235000	0.990314
0.237000	0.988491
0.239000	0.986804
0.241000	0.985251
0.243000	0.983828
0.245000	0.982534
0.247000	0.981365
0.249000	0.980318
0.251000	0.979389
0.253000	0.978574
0.255000	0.977870
0.257000	0.977273
0.259000	0.976779
0.261000	0.976383
0.263000	0.976081
0.265000	0.975869
0.267000	0.975743
0.269000	0.975698
0.271000	0.975730
0.273000	0.975835
0.275000	0.976008
0.277000	0.976244
0.279000	0.976541
0.281000	0.976893
0.283000	0.977296
0.285000	0.977747
0.287000	0.978241
0.289000	0.978774
0.291000	0.979343
0.293000	0.979943
0.295000	0.980572
0.297000	0.981226
0.299000	0.981901
0.301000	0.982594
0.303000	0.983302
0.305000	0.984022
0.307000	0.984751
0.309000	0.985487
0.311000	0.986227
0.313000	0.986967
0.314999	0.987707
0.316999	0.988444
0.318999	0.989175
0.320999	0.989899
0.322999	0.990613
0.324999	0.991318
0.326999	0.992009
0.328999	0.992687
0.330999	0.993350
0.332999	0.993997
0.334999	0.994626
0.336999	0.995237
0.338999	0.995829
0.340999	0.996401
0.342999	0.996952
0.344999	0.997482
0.346999	0.997990
0.348999	0.998477
0.350999	0.998941
0.352999	0.999383
0.354999	0.999802
0.356999	1.000199
0.358999	1.000573
0.360999	1.000925
0.362999	1.001255
0.364999	1.001562
0.366999	1.001848
0.368999	1.002112
0.370999	1.002355
0.372999	1.002577
0.374999	1.002780
0.376999	1.002962
0.378999	1.003126
0.380999	1.003270
0.382999	1.003397
0.384999	1.003506
0.386999	1.003599
0.388999	1.003675
0.390999	1.003736
0.392998	1.003782
0.394998	1.003814
0.396998	1.003833
0.398998	1.003839
0.400998	1.003832
0.402998	1.003814
0.404998	1.003786
0.406998	1.003747
0.408998	1.003700
0.410998	1.003643
0.412998	1.003579
0.414998	1.003507
0.416998	1.003428
0.418998	1.003343
0.420998	1.003253
0.422998	1.003157
0.424998	1.003058
0.426998	1.002954
0.428998	1.002847
0.430998	1.002737
0.432998	1.002625
0.434998	1.002511
0.436998	1.002396
0.438998	1.002280
0.440998	1.002163
0.442998	1.002046
0.444998	1.001929
0.446998	1.001813
0.448998	1.001698
0.450998	1.001583
0.452998	1.001471
0.454998	1.001360
0.456998	1.001251
0.458998	1.001144
0.460998	1.001039
0.462998	1.000937
0.464998	1.000838
0.466998	1.000742
0.468998	1.000649
0.470997	1.000559
0.472997	1.000472
0.474997	1.000389
0.476997	1.000309
0.478997	1.000233
0.480997	1.000160
0.482997	1.000090
0.484997	1.000024
0.486997	0.999962
0.488997	0.999903
0.490997	0.999848
0.492997	0.999797
0.494997	0.999748
0.496997	0.999704
0.498997	0.999662
0.500997	0.999624
0.502997	0.999589
0.504997	0.999558
0.506997	0.999529
0.508997	0.999504
0.510997	0.999481
0.512997	0.999462
0.514997	0.999445
0.516997	0.999430
0.518997	0.999418
0.520997	0.999409
0.522997	0.999402
0.524997	0.999397
0.526997	0.999394
0.528997	0.999394
0.530997	0.999395
0.532997	0.999398
0.534997	0.999403
0.536997	0.999409
0.538997	0.999417
0.540997	0.999426
0.542997	0.999436
0.544997	0.999447
0.546997	0.999460
0.548997	0.999473
0.550996	0.999488
0.552996	0.999503
0.554996	0.999519
0.556996	0.999535
0.558996	0.999552
0.560996	0.999570
0.562996	0.999587
0.564996	0.999605
0.566996	0.999624
0.568996	0.999642
0.570996	0.999660
0.572996	0.999679
0.574996	0.999697
0.576996	0.999716
0.578996	0.999734
0.580996	0.999752
0.582996	0.999770
0.584996	0.999787
0.586996	0.999804
0.588996	0.999821
0.590996	0.999838
0.592996	0.999854
0.594996	0.999869
0.596996	0.999884
0.598996	0.999899
0.600996	0.999913
0.602996	0.999927
0.604996	0.999940
0.606996	0.999952
0.608996	0.999965
0.610996	0.999976
0.612996	0.999987
0.614996	0.999997
0.616996	1.000007
0.618996	1.000016
0.620996	1.000025
0.622996	1.000033
0.624996	1.000041
0.626996	1.000048
0.628995	1.000054
0.630995	1.000060
0.632995	1.000065
0.634995	1.000070
0.636995	1.000075
0.638995	1.000079
0.640995	1.000082
0.642995	1.000085
0.644995	1.000088
0.646995	1.000090
0.648995	1.000092
0.650995	1.000093
0.652995	1.000094
0.654995	1.000095
0.656995	1.000095
0.658995	1.000096
0.660995	1.000095
0.662995	1.000095
0.664995	1.000094
0.666995	1.000093
0.668995	1.000092
0.670995	1.000091
0.672995	1.000089
0.674995	1.000087
0.676995	1.000085
0.678995	1.000083
0.680995	1.000081
0.682995	1.000078
0.684995	1.000076
0.686995	1.000073
0.688995	1.000071
0.690995	1.000068
0.692995	1.000065
0.694995	1.000062
0.696995	1.000059
0.698995	1.000056
0.700995	1.000054
0.702995	1.000051
0.704994	1.000048
0.706994	1.000045
0.708994	1.000042
0.710994	1.000039
0.712994	1.000036
0.714994	1.000034
0.716994	1.000031
0.718994	1.000028
0.720994	1.000026
0.722994	1.000023
0.724994	1.000021
0.726994	1.000018
0.728994	1.000016
0.730994	1.000014
0.732994	1.000012
0.734994	1.000010
0.736994	1.000008
0.738994	1.000006
0.740994	1.000004
0.742994	1.000002
0.744994	1.000000
0.746994	0.999999
0.748994	0.999997
0.750994	0.999996
0.752994	0.999995
0.754994	0.999994
0.756994	0.999993
0.758994	0.999992
0.760994	0.999991
0.762994	0.999990
0.764994	0.999989
0.766994	0.999988
0.768994	0.999988
0.770994	0.999987
0.772994	0.999987
0.774994	0.999986
0.776994	0.999986
0.778994	0.999986
0.780994	0.999985
0.782993	0.999985
0.784993	0.999985
0.786993	0.999985
0.788993	0.999985
0.790993	0.999985
0.792993	0.999985
0.794993	0.999985
0.796993	0.999985
0.798993	0.999986
0.800993	0.999986
0.802993	0.999986
0.804993	0.999986
0.806993	0.999987
0.808993	0.999987
